RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =           38     M =            5

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.833D+00  7.012D+01
    1    3    17    16  ---    1  2.4D-02  2.7D-01  2.846D+00  6.098D+01
    2    4     1     0  con    0  1.0D+00  1.8D-01  2.792D+00  4.662D+01
    3    5     1     0  con    0  1.0D+00  2.3D-01  2.734D+00  3.844D+01
    4    6     1     0  con    0  1.0D+00  2.9D-01  2.694D+00  3.265D+01
    5    7     1     0  con    0  1.0D+00  3.1D-01  2.629D+00  2.898D+01
    6    8     1     0  con    0  1.0D+00  5.4D-02  2.608D+00  2.710D+01
    7    9     1     0  con    0  1.0D+00  7.2D-02  2.573D+00  2.586D+01
    8   10     1     0  con    0  1.0D+00  5.1D-02  2.589D+00  2.518D+01
    9   11     1     0  con    0  1.0D+00  9.2D-02  2.582D+00  2.471D+01
   10   12     1     0  con    0  1.0D+00  3.3D-02  2.596D+00  2.410D+01
   11   13     1     0  con    0  1.0D+00  2.2D-02  2.563D+00  2.384D+01
   12   14     1     0  con    0  1.0D+00  5.4D-02  2.562D+00  2.349D+01
   13   15     1     0  con    0  1.0D+00  8.0D-02  2.578D+00  2.332D+01
   14   16     1     0  con    0  1.0D+00  1.7D-02  2.577D+00  2.299D+01
   15   17     1     0  con    0  1.0D+00  4.0D-02  2.576D+00  2.271D+01
   16   18     1     0  con    0  1.0D+00  6.4D-02  2.496D+00  2.243D+01
   17   19     1     0  con    0  1.0D+00  1.2D-01  2.605D+00  2.205D+01
   18   20     1     0  con    0  1.0D+00  1.3D-01  2.613D+00  2.139D+01
   19   21     1     0  con    0  1.0D+00  3.6D-01  2.655D+00  1.972D+01
   20   22     1     0  con    0  1.0D+00  5.2D-01  2.700D+00  1.811D+01
   21   24     1     0  con    1  4.3D-01  1.8D-01  2.724D+00  1.744D+01
   22   25     1     0  con    0  1.0D+00  4.7D-02  2.719D+00  1.690D+01
   23   26     1     0  con    0  1.0D+00  3.4D-02  2.709D+00  1.664D+01
   24   27     1     0  con    0  1.0D+00  2.1D-02  2.702D+00  1.653D+01
   25   28     1     0  con    0  1.0D+00  1.9D-02  2.678D+00  1.645D+01
   26   29     1     0  con    0  1.0D+00  3.4D-02  2.705D+00  1.636D+01
   27   30     1     0  con    0  1.0D+00  3.4D-02  2.705D+00  1.625D+01
   28   31     1     0  con    0  1.0D+00  4.8D-02  2.704D+00  1.608D+01
   29   32     1     0  con    0  1.0D+00  1.1D-01  2.703D+00  1.600D+01
   30   33     1     0  con    0  1.0D+00  1.4D-02  2.250D+00  1.582D+01
   31   34     1     0  con    0  1.0D+00  1.1D-02  2.245D+00  1.579D+01
   32   35     1     0  con    0  1.0D+00  3.5D-02  2.702D+00  1.561D+01
   33   36     1     0  con    0  1.0D+00  1.1D-01  2.718D+00  1.538D+01
   34   37     1     0  con    0  1.0D+00  1.3D-01  2.729D+00  1.514D+01
   35   38     1     0  con    0  1.0D+00  9.0D-02  2.738D+00  1.498D+01
   36   39     1     0  con    0  1.0D+00  1.1D-01  2.752D+00  1.483D+01
   37   40     1     0  con    0  1.0D+00  1.1D-01  2.764D+00  1.479D+01
   38   41     1     0  con    0  1.0D+00  2.1D-02  2.756D+00  1.466D+01
   39   42     1     0  con    0  1.0D+00  2.2D-02  2.744D+00  1.457D+01
   40   43     1     0  con    0  1.0D+00  3.9D-02  2.734D+00  1.449D+01
   41   44     1     0  con    0  1.0D+00  4.8D-02  2.747D+00  1.446D+01
   42   45     1     0  con    0  1.0D+00  2.0D-02  2.512D+00  1.439D+01
   43   46     1     0  con    0  1.0D+00  1.4D-02  2.588D+00  1.436D+01
   44   47     1     0  con    0  1.0D+00  3.2D-02  2.742D+00  1.431D+01
   45   48     1     0  con    0  1.0D+00  4.1D-02  2.744D+00  1.426D+01
   46   49     1     0  con    0  1.0D+00  6.1D-02  2.745D+00  1.423D+01
   47   50     1     0  con    0  1.0D+00  1.4D-02  2.592D+00  1.419D+01
   48   51     1     0  con    0  1.0D+00  1.8D-02  2.745D+00  1.415D+01
   49   52     1     0  con    0  1.0D+00  4.0D-02  2.488D+00  1.412D+01
   50   53     1     0  con    0  1.0D+00  2.1D-02  1.600D+00  1.411D+01
   51   54     1     0  con    0  1.0D+00  5.0D-03  1.397D+00  1.410D+01
   52   55     1     0  con    0  1.0D+00  2.5D-02  2.139D+00  1.407D+01
   53   56     1     0  con    0  1.0D+00  3.9D-02  2.581D+00  1.405D+01
   54   57     1     0  con    0  1.0D+00  1.4D-02  9.292D-01  1.404D+01

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 6.098E+01 seconds.

