RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =           38     M =            5

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.833D+00  8.528D+01
    1    3    13    12  ---    1  7.0D-03  3.1D-02  2.837D+00  8.466D+01
    2    4     1     0  con    0  1.0D+00  9.4D-02  2.840D+00  6.945D+01
    3    5     1     0  con    0  1.0D+00  1.4D-01  3.020D+00  5.876D+01
    4    6     1     0  con    0  1.0D+00  1.1D-01  3.073D+00  5.269D+01
    5    7     1     0  con    0  1.0D+00  2.2D-01  3.140D+00  4.639D+01
    6    8     1     0  con    0  1.0D+00  1.1D-01  3.143D+00  4.096D+01
    7    9     1     0  con    0  1.0D+00  1.7D-01  3.118D+00  3.527D+01
    8   10     1     0  con    0  1.0D+00  2.8D-01  3.161D+00  3.026D+01
    9   11     1     0  con    0  1.0D+00  2.2D-01  3.250D+00  2.911D+01
   10   12     1     0  con    0  1.0D+00  7.4D-02  3.207D+00  2.656D+01
   11   13     1     0  con    0  1.0D+00  3.3D-02  3.216D+00  2.556D+01
   12   14     1     0  con    0  1.0D+00  9.8D-02  3.228D+00  2.394D+01
   13   15     1     0  con    0  1.0D+00  1.1D-01  3.262D+00  2.296D+01
   14   16     1     0  con    0  1.0D+00  1.1D-01  3.284D+00  2.248D+01
   15   17     1     0  con    0  1.0D+00  1.7D-02  3.280D+00  2.204D+01
   16   18     1     0  con    0  1.0D+00  4.5D-02  3.277D+00  2.159D+01
   17   19     1     0  con    0  1.0D+00  6.1D-02  3.272D+00  2.123D+01
   18   20     1     0  con    0  1.0D+00  7.2D-02  3.257D+00  2.094D+01
   19   21     1     0  con    0  1.0D+00  3.7D-02  3.247D+00  2.073D+01
   20   22     1     0  con    0  1.0D+00  1.4D-02  3.252D+00  2.061D+01
   21   23     1     0  con    0  1.0D+00  2.9D-02  3.241D+00  2.047D+01
   22   24     1     0  con    0  1.0D+00  3.5D-02  3.244D+00  2.035D+01
   23   25     1     0  con    0  1.0D+00  3.1D-02  3.205D+00  2.028D+01
   24   26     1     0  con    0  1.0D+00  1.1D-02  1.971D+00  2.024D+01
   25   27     1     0  con    0  1.0D+00  1.3D-02  2.614D+00  2.020D+01
   26   28     1     0  con    0  1.0D+00  5.7D-02  3.216D+00  2.006D+01
   27   29     1     0  con    0  1.0D+00  1.3D-01  3.232D+00  1.993D+01
   28   30     1     0  con    0  1.0D+00  5.5D-02  3.234D+00  1.968D+01
   29   31     1     0  con    0  1.0D+00  1.1D-01  3.234D+00  1.941D+01
   30   32     1     0  con    0  1.0D+00  9.8D-02  3.237D+00  1.923D+01
   31   33     1     0  con    0  1.0D+00  1.8D-01  3.259D+00  1.892D+01
   32   34     1     0  con    0  1.0D+00  2.6D-01  3.249D+00  1.875D+01
   33   35     1     0  con    0  1.0D+00  6.3D-02  3.235D+00  1.856D+01
   34   36     1     0  con    0  1.0D+00  2.4D-02  2.311D+00  1.852D+01
   35   37     1     0  con    0  1.0D+00  1.5D-02  2.860D+00  1.848D+01
   36   39     1     0  con    1  4.6D-01  2.8D-02  3.235D+00  1.844D+01
   37   40     1     0  con    0  1.0D+00  1.9D-02  2.179D+00  1.839D+01
   38   41     1     0  con    0  1.0D+00  1.9D-02  1.930D+00  1.837D+01
   39   42     1     0  con    0  1.0D+00  1.7D-02  1.927D+00  1.835D+01
   40   43     1     0  con    0  1.0D+00  4.9D-02  3.250D+00  1.832D+01
   41   44     1     0  con    0  1.0D+00  3.7D-02  2.766D+00  1.828D+01
   42   45     1     0  con    0  1.0D+00  2.5D-02  1.802D+00  1.824D+01
   43   46     1     0  con    0  1.0D+00  3.1D-02  3.266D+00  1.822D+01
   44   47     1     0  con    0  1.0D+00  1.8D-02  2.534D+00  1.819D+01
   45   48     1     0  con    0  1.0D+00  1.5D-02  2.585D+00  1.816D+01
   46   49     1     0  con    0  1.0D+00  8.9D-02  3.260D+00  1.804D+01
   47   50     1     0  con    0  1.0D+00  9.4D-02  3.259D+00  1.797D+01
   48   51     1     0  con    0  1.0D+00  6.0D-02  2.113D+00  1.792D+01
   49   52     1     0  con    0  1.0D+00  1.9D-02  1.390D+00  1.791D+01
   50   53     1     0  con    0  1.0D+00  7.9D-03  1.420D+00  1.789D+01
   51   54     1     0  con    0  1.0D+00  1.7D-02  1.558D+00  1.788D+01
   52   55     1     0  con    0  1.0D+00  2.3D-02  2.067D+00  1.787D+01
   53   56     1     0  con    0  1.0D+00  1.1D-02  1.026D+00  1.786D+01
   54   57     1     0  con    0  1.0D+00  2.5D-02  1.347D+00  1.785D+01
   55   58     1     0  con    0  1.0D+00  2.8D-02  1.659D+00  1.785D+01
   56   59     1     0  con    0  1.0D+00  2.7D-02  1.045D+00  1.784D+01
   57   60     1     0  con    0  1.0D+00  3.3D-03  4.512D-01  1.784D+01

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 6.200E+01 seconds.

